nbElements: 2153
index, hauteurTotale, largeurTotale, hauteurInterGondsGauche, hauteurGondSommetGauche, hauteurInterGondsDroite, hauteurGondSommetDroite, 
1705, 2111, 1483, 638, 511, 696, 480, 
1706, 2089, 1462, 691, 467, 667, 490, 
1707, 2110, 1475, 695, 472, 651, 495, 
1708, 2094, 1484, 695, 468, 681, 475, 
1709, 2099, 1483, 695, 480, 664, 470, 
1710, 2102, 1469, 669, 471, 699, 482, 
1711, 2087, 1462, 686, 484, 661, 494, 
1712, 2098, 1466, 686, 476, 659, 500, 
1713, 2103, 1488, 676, 482, 665, 471, 
1714, 2105, 1471, 638, 496, 682, 473, 
1715, 2098, 1470, 667, 489, 674, 486, 
1716, 2102, 1496, 651, 492, 700, 485, 
1717, 2097, 1475, 660, 498, 680, 472, 
1718, 2105, 1484, 705, 467, 675, 474, 
1719, 2097, 1464, 659, 507, 699, 475, 
1720, 2106, 1481, 690, 483, 675, 473, 
1721, 2096, 1461, 663, 469, 691, 485, 
1722, 2112, 1479, 659, 485, 693, 481, 
1723, 2094, 1475, 656, 485, 678, 483, 
1724, 2110, 1496, 667, 484, 708, 482, 
1725, 2102, 1481, 656, 494, 689, 476, 
1726, 2094, 1468, 672, 498, 695, 477, 
1727, 2107, 1488, 698, 467, 653, 477, 
1728, 2101, 1492, 659, 487, 700, 466, 
1729, 2100, 1464, 660, 501, 676, 472, 
1730, 2108, 1489, 675, 468, 652, 490, 
1731, 2098, 1483, 662, 486, 696, 479, 
1732, 2103, 1481, 703, 470, 681, 475, 
1733, 2097, 1465, 662, 492, 698, 481, 
1734, 2105, 1484, 661, 496, 686, 470, 
1735, 2098, 1484, 666, 482, 686, 477, 
1736, 2103, 1478, 674, 474, 684, 472, 
1737, 2100, 1488, 706, 479, 662, 485, 
1738, 2103, 1470, 683, 484, 687, 481, 
1739, 2102, 1493, 679, 475, 678, 480, 
1740, 2103, 1472, 688, 479, 649, 494, 
1741, 2098, 1475, 661, 482, 682, 481, 
1742, 2106, 1459, 669, 472, 654, 509, 
1743, 2098, 1483, 696, 470, 658, 504, 
1744, 2102, 1471, 650, 510, 699, 467, 
1745, 2096, 1459, 674, 480, 688, 483, 
1746, 2098, 1471, 702, 471, 674, 473, 
1747, 2106, 1496, 688, 485, 639, 510, 
1748, 2097, 1467, 665, 488, 686, 471, 
1749, 2105, 1479, 676, 477, 703, 478, 
1750, 2099, 1479, 642, 490, 698, 467, 
1751, 2100, 1470, 668, 489, 676, 468, 
1752, 2108, 1473, 663, 490, 708, 486, 
1753, 2103, 1467, 665, 477, 678, 474, 
1754, 2090, 1459, 698, 475, 652, 486, 
1755, 2110, 1484, 650, 501, 700, 466, 
1756, 2103, 1471, 654, 498, 691, 468, 
1757, 2104, 1461, 674, 477, 674, 470, 
1758, 2097, 1472, 690, 466, 660, 505, 
1759, 2101, 1477, 651, 503, 702, 472, 
1760, 2095, 1473, 667, 487, 695, 464, 
1761, 2101, 1473, 648, 498, 704, 466, 
1762, 2108, 1466, 692, 487, 671, 475, 
1763, 2088, 1487, 644, 494, 706, 476, 
1764, 2104, 1488, 690, 475, 643, 501, 
1765, 2099, 1477, 647, 487, 702, 482, 
1766, 2097, 1492, 669, 470, 691, 474, 
1767, 2105, 1467, 701, 473, 649, 501, 
1768, 2090, 1470, 695, 472, 661, 472, 
1769, 2104, 1477, 683, 480, 658, 487, 
1770, 2097, 1483, 640, 501, 705, 464, 
1771, 2109, 1474, 676, 479, 654, 494, 
1772, 2102, 1469, 665, 473, 689, 471, 
1773, 2098, 1480, 671, 488, 698, 472, 
1774, 2097, 1480, 670, 482, 704, 475, 
1775, 2099, 1465, 704, 472, 662, 497, 
1776, 2101, 1476, 697, 471, 636, 500, 
1777, 2106, 1485, 652, 503, 690, 486, 
1778, 2095, 1465, 648, 505, 689, 482, 
1779, 2092, 1470, 664, 492, 704, 474, 
1780, 2096, 1478, 703, 474, 651, 498, 
1781, 2107, 1486, 642, 502, 686, 463, 
1782, 2100, 1473, 663, 474, 687, 474, 
1783, 2096, 1476, 671, 484, 706, 484, 
1784, 2103, 1470, 671, 470, 656, 492, 
1785, 2108, 1491, 675, 467, 652, 490, 
1786, 2094, 1465, 690, 473, 648, 489, 
1787, 2100, 1488, 691, 468, 644, 511, 
1788, 2099, 1484, 677, 475, 686, 473, 
1789, 2096, 1471, 668, 493, 685, 473, 
1790, 2097, 1492, 676, 487, 692, 475, 
1791, 2101, 1496, 653, 497, 703, 467, 
1792, 2102, 1485, 651, 495, 691, 472, 
1793, 2107, 1484, 645, 493, 685, 475, 
1794, 2101, 1462, 662, 489, 671, 468, 
1795, 2109, 1481, 656, 502, 683, 469, 
1796, 2095, 1480, 706, 466, 663, 472, 
1797, 2102, 1490, 678, 479, 664, 488, 
1798, 2106, 1494, 684, 485, 650, 502, 
1799, 2108, 1463, 695, 484, 658, 489, 
1800, 2099, 1482, 704, 480, 653, 499, 
1801, 2099, 1467, 682, 474, 667, 467, 
1802, 2092, 1465, 683, 468, 641, 512, 
1803, 2105, 1486, 703, 469, 666, 477, 
1804, 2104, 1497, 697, 481, 674, 487, 
1805, 2087, 1482, 704, 479, 642, 507, 
1806, 2103, 1480, 679, 482, 655, 505, 
1807, 2103, 1477, 671, 474, 659, 487, 
1808, 2104, 1476, 667, 476, 664, 488, 
1809, 2091, 1497, 682, 476, 659, 499, 
1810, 2108, 1486, 694, 472, 650, 493, 
1811, 2091, 1464, 686, 469, 659, 509, 
1812, 2104, 1492, 669, 477, 687, 464, 
1813, 2097, 1468, 686, 471, 660, 504, 
1814, 2102, 1475, 665, 494, 679, 481, 
1815, 2095, 1464, 652, 486, 682, 465, 
1816, 2098, 1479, 688, 478, 669, 483, 
1817, 2099, 1479, 664, 483, 696, 482, 
1818, 2106, 1477, 694, 483, 648, 507, 
1819, 2103, 1487, 655, 490, 700, 469, 
1820, 2102, 1465, 684, 468, 674, 483, 
1821, 2104, 1477, 651, 496, 687, 477, 
1822, 2109, 1475, 677, 479, 649, 502, 
1823, 2108, 1493, 673, 477, 693, 480, 
1824, 2095, 1469, 671, 476, 703, 468, 
1825, 2089, 1463, 666, 471, 661, 475, 
1826, 2106, 1476, 645, 494, 714, 483, 
1827, 2108, 1474, 675, 472, 682, 483, 
1828, 2105, 1465, 703, 477, 656, 482, 
1829, 2110, 1472, 672, 492, 683, 470, 
1830, 2103, 1476, 664, 486, 689, 474, 
1831, 2095, 1475, 708, 472, 652, 502, 
1832, 2101, 1489, 678, 471, 692, 468, 
1833, 2103, 1483, 670, 473, 659, 495, 
1834, 2105, 1475, 689, 477, 664, 480, 
1835, 2092, 1490, 672, 489, 689, 472, 
1836, 2094, 1471, 686, 481, 650, 497, 
1837, 2107, 1475, 655, 484, 692, 467, 
1838, 2098, 1484, 685, 475, 658, 483, 
1839, 2111, 1477, 672, 478, 681, 463, 
1840, 2109, 1494, 651, 494, 687, 471, 
1841, 2102, 1484, 697, 469, 665, 490, 
1842, 2108, 1469, 679, 491, 683, 467, 
1843, 2105, 1478, 676, 482, 698, 485, 
1844, 2091, 1482, 660, 485, 670, 482, 
1845, 2107, 1470, 694, 485, 675, 493, 
1846, 2105, 1483, 677, 477, 676, 481, 
1847, 2107, 1496, 707, 484, 648, 496, 
1848, 2095, 1490, 694, 485, 646, 503, 
1849, 2091, 1483, 680, 473, 676, 479, 
1850, 2107, 1461, 707, 474, 666, 482, 
1851, 2109, 1478, 683, 483, 674, 479, 
1852, 2102, 1474, 664, 479, 687, 468, 
1853, 2097, 1478, 669, 494, 689, 469, 
1854, 2091, 1489, 688, 475, 669, 487, 
1855, 2103, 1485, 650, 510, 704, 476, 
1856, 2100, 1482, 647, 506, 682, 468, 
1857, 2100, 1473, 694, 468, 665, 486, 
1858, 2097, 1473, 679, 466, 656, 502, 
1859, 2090, 1481, 677, 472, 670, 481, 
1860, 2102, 1465, 669, 488, 697, 481, 
1861, 2098, 1480, 669, 497, 697, 472, 
1862, 2103, 1483, 664, 492, 707, 481, 
1863, 2100, 1479, 705, 474, 659, 486, 
1864, 2103, 1475, 704, 477, 654, 503, 
1865, 2096, 1474, 656, 500, 698, 480, 
1866, 2092, 1478, 694, 477, 648, 492, 
1867, 2099, 1484, 662, 491, 686, 483, 
1868, 2106, 1484, 693, 482, 651, 509, 
1869, 2106, 1486, 651, 493, 697, 471, 
1870, 2106, 1477, 699, 469, 660, 487, 
1871, 2100, 1483, 678, 482, 645, 507, 
1872, 2107, 1470, 702, 474, 636, 504, 
1873, 2102, 1478, 688, 484, 650, 506, 
1874, 2103, 1487, 649, 502, 696, 468, 
1875, 2106, 1490, 657, 497, 686, 473, 
1876, 2095, 1485, 656, 481, 684, 471, 
1877, 2096, 1486, 683, 478, 665, 479, 
1878, 2111, 1482, 666, 498, 713, 484, 
1879, 2105, 1465, 694, 483, 649, 491, 
1880, 2092, 1476, 659, 498, 701, 483, 
1881, 2103, 1480, 698, 475, 638, 494, 
1882, 2111, 1481, 656, 484, 698, 470, 
1883, 2096, 1469, 671, 475, 657, 502, 
1884, 2093, 1480, 669, 473, 655, 478, 
1885, 2097, 1476, 690, 482, 677, 485, 
1886, 2095, 1482, 680, 476, 661, 509, 
1887, 2101, 1459, 658, 502, 691, 481, 
1888, 2086, 1459, 709, 470, 661, 483, 
1889, 2094, 1468, 643, 508, 708, 484, 
1890, 2111, 1463, 684, 479, 671, 492, 
1891, 2102, 1486, 687, 484, 670, 483, 
1892, 2093, 1489, 695, 470, 673, 493, 
1893, 2108, 1475, 674, 474, 678, 480, 
1894, 2086, 1490, 695, 471, 652, 502, 
1895, 2108, 1472, 671, 482, 693, 467, 
1896, 2103, 1488, 655, 495, 683, 480, 
1897, 2103, 1492, 658, 500, 686, 471, 
1898, 2100, 1471, 650, 482, 685, 485, 
1899, 2095, 1480, 670, 481, 645, 502, 
1900, 2103, 1486, 660, 486, 699, 470, 
1901, 2103, 1460, 671, 485, 698, 476, 
1902, 2100, 1464, 657, 478, 698, 468, 
1903, 2110, 1473, 671, 480, 653, 498, 
1904, 2103, 1485, 687, 469, 657, 497, 
1905, 2093, 1490, 657, 501, 690, 476, 
1906, 2091, 1474, 695, 478, 661, 478, 
1907, 2103, 1464, 691, 483, 677, 470, 
1908, 2108, 1481, 685, 471, 639, 496, 
1909, 2104, 1480, 696, 471, 642, 504, 
1910, 2107, 1476, 695, 475, 650, 498, 
1911, 2099, 1487, 688, 480, 671, 470, 
1912, 2100, 1498, 664, 476, 697, 469, 
1913, 2097, 1477, 646, 510, 691, 474, 
1914, 2098, 1488, 703, 471, 673, 475, 
1915, 2111, 1471, 704, 472, 639, 495, 
1916, 2096, 1479, 678, 481, 693, 468, 
1917, 2100, 1484, 686, 468, 664, 473, 
1918, 2101, 1478, 674, 477, 698, 481, 
1919, 2097, 1479, 678, 478, 674, 480, 
1920, 2093, 1483, 666, 485, 692, 467, 
1921, 2102, 1465, 647, 499, 684, 470, 
1922, 2106, 1473, 689, 483, 673, 480, 
1923, 2106, 1480, 704, 482, 660, 481, 
1924, 2101, 1465, 665, 486, 675, 476, 
1925, 2098, 1480, 677, 483, 676, 483, 
1926, 2105, 1496, 689, 469, 678, 483, 
1927, 2095, 1499, 666, 479, 682, 475, 
1928, 2098, 1461, 649, 493, 689, 468, 
1929, 2100, 1489, 676, 476, 696, 472, 
1930, 2103, 1472, 683, 467, 669, 479, 
1931, 2103, 1484, 682, 478, 680, 477, 
1932, 2100, 1465, 682, 481, 660, 486, 
1933, 2105, 1472, 669, 467, 685, 481, 
1934, 2107, 1490, 660, 484, 700, 484, 
1935, 2102, 1491, 663, 488, 693, 471, 
1936, 2101, 1484, 666, 483, 696, 473, 
1937, 2104, 1483, 694, 465, 672, 493, 
1938, 2087, 1495, 706, 471, 650, 499, 
1939, 2086, 1486, 673, 480, 695, 474, 
1940, 2107, 1479, 661, 485, 688, 481, 
1941, 2101, 1482, 663, 488, 681, 478, 
1942, 2092, 1487, 640, 505, 694, 483, 
1943, 2093, 1485, 668, 480, 704, 467, 
1944, 2108, 1472, 674, 468, 688, 480, 
1945, 2103, 1469, 661, 502, 685, 470, 
1946, 2107, 1469, 660, 487, 688, 476, 
1947, 2090, 1476, 686, 478, 668, 492, 
1948, 2099, 1483, 692, 483, 670, 485, 
1949, 2093, 1487, 680, 467, 661, 486, 
1950, 2095, 1477, 679, 475, 711, 484, 
1951, 2104, 1485, 688, 472, 664, 475, 
1952, 2097, 1480, 649, 513, 689, 479, 
1953, 2108, 1472, 684, 485, 638, 493, 
1954, 2097, 1478, 703, 470, 661, 487, 
1955, 2106, 1480, 658, 491, 690, 465, 
1956, 2099, 1489, 700, 475, 656, 487, 
1957, 2107, 1484, 674, 471, 687, 481, 
1958, 2106, 1469, 654, 498, 681, 471, 
1959, 2102, 1456, 694, 477, 658, 483, 
1960, 2102, 1464, 674, 494, 668, 479, 
1961, 2096, 1492, 692, 468, 672, 481, 
1962, 2105, 1468, 673, 491, 702, 464, 
1963, 2094, 1486, 664, 477, 693, 478, 
1964, 2111, 1470, 710, 475, 650, 497, 
1965, 2096, 1469, 667, 486, 691, 479, 
1966, 2089, 1480, 674, 485, 699, 473, 
1967, 2110, 1484, 700, 485, 674, 493, 
1968, 2088, 1464, 683, 472, 690, 470, 
1969, 2092, 1481, 648, 491, 680, 483, 
1970, 2094, 1476, 689, 487, 650, 498, 
1971, 2107, 1466, 678, 473, 650, 497, 
1972, 2102, 1478, 655, 509, 694, 475, 
1973, 2103, 1464, 694, 482, 641, 493, 
1974, 2107, 1479, 696, 475, 673, 487, 
1975, 2093, 1470, 674, 472, 688, 470, 
1976, 2106, 1474, 696, 471, 669, 478, 
1977, 2110, 1484, 642, 496, 693, 470, 
1978, 2110, 1492, 673, 487, 680, 487, 
1979, 2096, 1475, 664, 485, 698, 473, 
1980, 2107, 1490, 694, 466, 641, 495, 
1981, 2095, 1473, 670, 477, 645, 489, 
1982, 2109, 1472, 699, 473, 668, 483, 
1983, 2095, 1479, 677, 480, 704, 472, 
1984, 2098, 1470, 689, 484, 638, 511, 
1985, 2108, 1475, 661, 478, 706, 468, 
1986, 2094, 1464, 661, 489, 702, 472, 
1987, 2088, 1479, 681, 480, 689, 471, 
1988, 2097, 1473, 653, 489, 680, 465, 
1989, 2088, 1462, 706, 486, 654, 487, 
1990, 2108, 1486, 667, 487, 686, 467, 
1991, 2106, 1462, 670, 479, 685, 474, 
1992, 2105, 1467, 669, 469, 676, 478, 
1993, 2097, 1489, 672, 487, 686, 472, 
1994, 2097, 1485, 692, 464, 665, 478, 
1995, 2096, 1473, 680, 480, 639, 510, 
1996, 2099, 1482, 676, 483, 648, 501, 
1997, 2102, 1470, 665, 489, 683, 474, 
1998, 2094, 1477, 646, 496, 685, 473, 
1999, 2110, 1465, 698, 478, 667, 480, 
2000, 2107, 1483, 689, 467, 655, 500, 
2001, 2103, 1481, 664, 493, 687, 482, 
2002, 2109, 1473, 685, 473, 676, 476, 
2003, 2104, 1483, 699, 485, 662, 489, 
2004, 2106, 1478, 696, 483, 659, 491, 
2005, 2099, 1470, 644, 498, 694, 468, 
2006, 2104, 1470, 678, 471, 666, 484, 
2007, 2107, 1485, 661, 490, 701, 482, 
2008, 2108, 1458, 662, 491, 692, 472, 
2009, 2100, 1477, 698, 469, 662, 497, 
2010, 2102, 1479, 698, 482, 671, 478, 
2011, 2094, 1462, 700, 473, 651, 494, 
2012, 2099, 1483, 666, 487, 687, 470, 
2013, 2109, 1469, 699, 484, 664, 479, 
2014, 2104, 1465, 638, 506, 702, 466, 
2015, 2105, 1472, 699, 475, 667, 482, 
2016, 2097, 1465, 661, 487, 690, 478, 
2017, 2105, 1471, 685, 470, 662, 479, 
2018, 2099, 1486, 643, 504, 675, 464, 
2019, 2110, 1482, 658, 502, 676, 477, 
2020, 2110, 1500, 652, 487, 686, 481, 
2021, 2104, 1457, 689, 467, 656, 474, 
2022, 2100, 1472, 663, 477, 693, 481, 
2023, 2106, 1495, 648, 500, 682, 473, 
2024, 2111, 1473, 642, 502, 701, 466, 
2025, 2100, 1459, 652, 489, 677, 466, 
2026, 2103, 1490, 656, 500, 701, 478, 
2027, 2098, 1478, 693, 469, 673, 482, 
2028, 2101, 1485, 681, 471, 695, 480, 
2029, 2097, 1475, 676, 490, 702, 479, 
2030, 2096, 1481, 677, 477, 655, 494, 
2031, 2106, 1480, 690, 480, 664, 482, 
2032, 2098, 1488, 652, 496, 694, 483, 
2033, 2111, 1464, 654, 486, 672, 468, 
2034, 2089, 1484, 663, 477, 686, 469, 
2035, 2110, 1476, 675, 477, 669, 470, 
2036, 2091, 1481, 694, 480, 669, 486, 
2037, 2101, 1468, 675, 469, 655, 488, 
2038, 2101, 1466, 658, 507, 695, 471, 
2039, 2109, 1476, 668, 468, 679, 478, 
2040, 2102, 1473, 670, 464, 663, 485, 
2041, 2102, 1462, 685, 465, 656, 509, 
2042, 2108, 1467, 678, 468, 672, 494, 
2043, 2105, 1485, 682, 482, 696, 471, 
2044, 2098, 1473, 664, 492, 693, 464, 
2045, 2110, 1488, 650, 485, 700, 467, 
2046, 2094, 1489, 693, 483, 651, 491, 
2047, 2099, 1476, 682, 471, 672, 485, 
2048, 2096, 1467, 667, 479, 694, 474, 
2049, 2094, 1474, 649, 510, 703, 478, 
2050, 2101, 1484, 678, 479, 654, 486, 
2051, 2097, 1474, 679, 464, 662, 498, 
2052, 2088, 1480, 675, 487, 701, 481, 
2053, 2104, 1483, 712, 479, 657, 506, 
2054, 2100, 1480, 650, 503, 675, 480, 
2055, 2100, 1490, 691, 465, 660, 496, 
2056, 2105, 1491, 702, 466, 662, 476, 
2057, 2090, 1482, 679, 476, 695, 466, 
2058, 2092, 1467, 683, 485, 658, 502, 
2059, 2098, 1481, 675, 483, 666, 484, 
2060, 2099, 1464, 709, 473, 666, 501, 
2061, 2111, 1480, 651, 492, 688, 480, 
2062, 2106, 1491, 667, 485, 685, 471, 
2063, 2096, 1482, 673, 478, 683, 465, 
2064, 2105, 1482, 674, 482, 658, 486, 
2065, 2104, 1465, 679, 474, 700, 479, 
2066, 2095, 1463, 644, 514, 682, 475, 
2067, 2103, 1489, 654, 487, 682, 486, 
2068, 2096, 1492, 684, 467, 666, 491, 
2069, 2107, 1474, 665, 485, 694, 463, 
2070, 2106, 1474, 692, 484, 674, 487, 
2071, 2106, 1476, 693, 465, 672, 485, 
2072, 2103, 1476, 671, 497, 694, 470, 
2073, 2100, 1498, 682, 480, 660, 479, 
2074, 2108, 1488, 676, 467, 643, 510, 
2075, 2101, 1475, 644, 496, 698, 482, 
2076, 2106, 1460, 641, 496, 687, 478, 
2077, 2102, 1478, 688, 474, 667, 484, 
2078, 2108, 1492, 694, 469, 644, 505, 
2079, 2105, 1467, 664, 481, 691, 480, 
2080, 2091, 1483, 689, 476, 672, 487, 
2081, 2096, 1495, 644, 507, 677, 483, 
2082, 2102, 1477, 683, 467, 638, 510, 
2083, 2102, 1485, 690, 485, 659, 492, 
2084, 2101, 1475, 669, 491, 678, 484, 
2085, 2103, 1472, 663, 474, 703, 485, 
2086, 2108, 1476, 667, 499, 688, 467, 
2087, 2106, 1487, 650, 511, 679, 471, 
2088, 2096, 1482, 663, 506, 691, 479, 
2089, 2110, 1472, 658, 492, 698, 470, 
2090, 2105, 1472, 652, 497, 676, 467, 
2091, 2104, 1485, 658, 500, 686, 467, 
2092, 2105, 1470, 688, 477, 655, 500, 
2093, 2100, 1469, 661, 487, 704, 469, 
2094, 2095, 1498, 674, 470, 679, 468, 
2095, 2102, 1465, 677, 473, 655, 489, 
2096, 2107, 1473, 695, 486, 639, 495, 
2097, 2108, 1481, 639, 504, 699, 483, 
2098, 2098, 1455, 659, 473, 672, 465, 
2099, 2092, 1497, 698, 477, 668, 488, 
2100, 2111, 1461, 671, 483, 680, 470, 
2101, 2094, 1482, 676, 480, 687, 484, 
2102, 2106, 1479, 672, 474, 670, 479, 
2103, 2107, 1463, 685, 483, 657, 498, 
2104, 2103, 1473, 703, 474, 655, 495, 
2105, 2101, 1481, 692, 465, 646, 486, 
2106, 2099, 1477, 698, 471, 672, 485, 
2107, 2102, 1478, 658, 501, 682, 474, 
2108, 2095, 1472, 684, 482, 656, 503, 
2109, 2107, 1489, 694, 480, 651, 496, 
2110, 2106, 1474, 680, 471, 658, 479, 
2111, 2100, 1479, 692, 467, 664, 480, 
2112, 2098, 1472, 652, 483, 687, 466, 
2113, 2105, 1490, 672, 484, 651, 498, 
2114, 2105, 1483, 689, 465, 659, 497, 
2115, 2101, 1469, 700, 469, 673, 481, 
2116, 2104, 1488, 684, 482, 662, 488, 
2117, 2108, 1464, 662, 497, 695, 482, 
2118, 2106, 1469, 656, 485, 685, 466, 
2119, 2091, 1495, 674, 491, 690, 473, 
2120, 2098, 1464, 668, 482, 692, 476, 
2121, 2102, 1468, 677, 476, 677, 473, 
2122, 2112, 1485, 658, 496, 704, 477, 
2123, 2098, 1478, 650, 501, 689, 483, 
2124, 2090, 1485, 645, 493, 684, 475, 
2125, 2094, 1466, 680, 484, 701, 472, 
2126, 2100, 1480, 691, 483, 650, 487, 
2127, 2103, 1475, 681, 484, 673, 481, 
2128, 2096, 1473, 664, 473, 675, 465, 
2129, 2095, 1489, 690, 481, 639, 503, 
2130, 2086, 1463, 690, 467, 667, 492, 
2131, 2090, 1481, 657, 497, 672, 470, 
2132, 2103, 1480, 662, 483, 704, 477, 
2133, 2109, 1488, 704, 464, 670, 483, 
2134, 2102, 1474, 679, 477, 658, 482, 
2135, 2103, 1476, 670, 474, 649, 505, 
2136, 2092, 1480, 686, 472, 650, 488, 
2137, 2104, 1486, 650, 494, 705, 484, 
2138, 2097, 1474, 668, 486, 682, 484, 
2139, 2106, 1483, 688, 467, 668, 469, 
2140, 2105, 1465, 675, 484, 695, 487, 
2141, 2094, 1484, 658, 504, 712, 469, 
2142, 2111, 1489, 708, 480, 673, 488, 
2143, 2102, 1486, 666, 486, 696, 467, 
2144, 2095, 1489, 651, 491, 703, 477, 
2145, 2089, 1481, 649, 503, 698, 478, 
2146, 2100, 1481, 668, 484, 677, 467, 
2147, 2102, 1470, 663, 469, 679, 464, 
2148, 2092, 1481, 676, 485, 710, 482, 
2149, 2107, 1484, 675, 477, 698, 469, 
2150, 2095, 1478, 650, 509, 713, 472, 
2151, 2102, 1466, 700, 478, 656, 484, 
2152, 2106, 1480, 703, 480, 655, 507, 
